,0,1,2,3,4,5,6,7,8,9,10,11,12
1581,7,18,20.0,19.0,15.0,,,,,,,,
1582,1,3,4.0,5.0,6.0,8.0,16.0,10.0,11.0,14.0,23.0,,
1583,10,11,12.0,3.0,4.0,,,,,,,,
1584,12,13,24.0,21.0,22.0,15.0,10.0,17.0,19.0,,,,
1585,21,24,23.0,14.0,,,,,,,,,
1586,7,8,16.0,18.0,20.0,22.0,15.0,14.0,11.0,,,,
1587,1,2,6.0,8.0,7.0,18.0,16.0,17.0,19.0,15.0,14.0,23.0,22.0
1588,20,22,15.0,19.0,17.0,10.0,9.0,5.0,4.0,,,,
1589,4,5,9.0,10.0,16.0,17.0,19.0,15.0,22.0,21.0,20.0,,
1590,3,4,11.0,12.0,13.0,24.0,23.0,22.0,,,,,
1591,6,5,9.0,10.0,16.0,18.0,20.0,21.0,24.0,23.0,,,
1592,4,11,14.0,15.0,10.0,9.0,8.0,16.0,18.0,20.0,,,
1593,1,3,12.0,11.0,10.0,15.0,22.0,23.0,14.0,,,,
1594,24,21,20.0,22.0,15.0,10.0,16.0,8.0,9.0,,,,
1595,21,20,22.0,23.0,14.0,,,,,,,,
1596,11,4,3.0,1.0,2.0,6.0,,,,,,,
1597,13,12,11.0,10.0,16.0,18.0,20.0,19.0,15.0,,,,
1598,22,15,10.0,16.0,18.0,7.0,8.0,9.0,5.0,6.0,2.0,,
1599,8,16,18.0,20.0,21.0,22.0,15.0,14.0,11.0,12.0,13.0,,
1600,23,22,20.0,19.0,15.0,10.0,9.0,8.0,6.0,2.0,1.0,,
1601,17,19,15.0,10.0,9.0,8.0,7.0,,,,,,
1602,13,12,3.0,4.0,11.0,10.0,16.0,8.0,9.0,5.0,6.0,,
1603,3,4,11.0,10.0,,,,,,,,,
1604,24,23,22.0,20.0,19.0,17.0,16.0,18.0,7.0,8.0,6.0,,
1605,20,18,16.0,10.0,9.0,5.0,,,,,,,
1606,1,2,6.0,8.0,9.0,10.0,11.0,14.0,15.0,22.0,21.0,20.0,
1607,2,1,3.0,12.0,11.0,14.0,15.0,22.0,21.0,20.0,,,
1608,11,10,15.0,22.0,20.0,18.0,7.0,,,,,,
1609,23,22,20.0,19.0,17.0,10.0,9.0,5.0,4.0,3.0,1.0,,
1610,14,15,19.0,20.0,18.0,16.0,8.0,6.0,,,,,
1611,2,6,8.0,16.0,10.0,15.0,14.0,11.0,12.0,13.0,24.0,21.0,22.0
1612,6,5,4.0,11.0,10.0,16.0,17.0,19.0,20.0,,,,
1613,20,22,15.0,19.0,17.0,16.0,10.0,11.0,4.0,,,,
1614,6,8,7.0,18.0,16.0,10.0,15.0,14.0,23.0,24.0,21.0,,
1615,13,12,3.0,4.0,11.0,14.0,15.0,19.0,,,,,
1616,19,20,22.0,23.0,14.0,11.0,4.0,5.0,,,,,
1617,1,2,6.0,5.0,9.0,10.0,11.0,14.0,23.0,22.0,15.0,,
1618,21,20,22.0,15.0,10.0,17.0,16.0,8.0,,,,,
1619,2,6,5.0,9.0,10.0,11.0,14.0,23.0,22.0,21.0,20.0,,
1620,13,12,11.0,10.0,15.0,22.0,20.0,19.0,17.0,,,,
1621,7,18,20.0,21.0,22.0,15.0,14.0,11.0,4.0,3.0,,,
1622,6,8,16.0,10.0,9.0,5.0,4.0,11.0,14.0,23.0,24.0,,
1623,19,17,16.0,8.0,9.0,10.0,11.0,12.0,,,,,
1624,13,24,21.0,20.0,22.0,15.0,10.0,17.0,16.0,18.0,7.0,,
1625,12,11,10.0,15.0,22.0,23.0,24.0,21.0,20.0,,,,
1626,21,24,23.0,14.0,11.0,10.0,16.0,8.0,6.0,5.0,4.0,,
1627,13,24,21.0,22.0,15.0,14.0,11.0,10.0,16.0,18.0,7.0,,
1628,5,9,10.0,11.0,12.0,13.0,24.0,21.0,22.0,,,,
1629,21,20,22.0,15.0,10.0,16.0,8.0,6.0,2.0,1.0,,,
1630,2,6,8.0,7.0,18.0,16.0,17.0,10.0,11.0,14.0,15.0,,
1631,14,15,10.0,16.0,18.0,7.0,,,,,,,
1632,24,23,14.0,11.0,10.0,15.0,22.0,20.0,18.0,16.0,8.0,,
1633,4,5,9.0,10.0,17.0,16.0,8.0,7.0,18.0,20.0,21.0,,
1634,1,2,6.0,8.0,9.0,10.0,16.0,18.0,20.0,22.0,15.0,,
1635,11,10,16.0,18.0,20.0,19.0,15.0,22.0,21.0,,,,
1636,17,10,9.0,8.0,6.0,2.0,1.0,,,,,,
1637,12,13,24.0,21.0,22.0,20.0,19.0,17.0,16.0,18.0,7.0,,
1638,21,20,19.0,15.0,10.0,11.0,4.0,5.0,9.0,,,,
1639,6,5,9.0,10.0,17.0,19.0,15.0,14.0,23.0,22.0,21.0,24.0,
1640,17,10,15.0,22.0,23.0,24.0,13.0,12.0,3.0,,,,
1641,7,8,16.0,10.0,17.0,19.0,15.0,22.0,21.0,24.0,13.0,,
1642,21,22,15.0,14.0,23.0,24.0,13.0,12.0,11.0,4.0,,,
1643,2,1,3.0,12.0,11.0,10.0,17.0,19.0,15.0,14.0,,,
1644,22,20,18.0,16.0,10.0,9.0,8.0,6.0,2.0,,,,
1645,21,20,18.0,7.0,8.0,6.0,2.0,1.0,,,,,
1646,21,20,19.0,17.0,10.0,9.0,8.0,6.0,,,,,
1647,22,20,19.0,15.0,10.0,11.0,12.0,3.0,,,,,
1648,20,21,22.0,15.0,10.0,17.0,16.0,8.0,9.0,5.0,6.0,2.0,1.0
1649,15,10,17.0,16.0,18.0,7.0,8.0,6.0,,,,,
1650,21,22,20.0,19.0,15.0,14.0,,,,,,,
1651,10,16,8.0,7.0,18.0,,,,,,,,
1652,17,10,9.0,5.0,4.0,,,,,,,,
1653,22,20,18.0,7.0,8.0,6.0,5.0,4.0,3.0,1.0,,,
1654,7,18,20.0,19.0,15.0,10.0,9.0,5.0,4.0,3.0,12.0,,
1655,22,23,14.0,15.0,10.0,16.0,8.0,6.0,5.0,4.0,3.0,1.0,2.0
1656,2,1,3.0,12.0,11.0,10.0,15.0,19.0,20.0,21.0,24.0,23.0,22.0
1657,21,24,23.0,22.0,20.0,18.0,7.0,8.0,9.0,5.0,4.0,,
1658,20,18,16.0,10.0,11.0,4.0,3.0,12.0,,,,,
1659,5,6,8.0,16.0,18.0,20.0,22.0,23.0,24.0,21.0,,,
1660,6,5,9.0,10.0,16.0,8.0,7.0,18.0,20.0,21.0,22.0,23.0,24.0
1661,23,22,20.0,19.0,17.0,16.0,10.0,9.0,5.0,6.0,8.0,,
1662,19,20,22.0,15.0,10.0,9.0,5.0,6.0,,,,,
1663,18,7,8.0,9.0,5.0,4.0,3.0,12.0,,,,,
1664,7,18,16.0,17.0,19.0,15.0,10.0,9.0,5.0,4.0,3.0,,
1665,19,20,18.0,16.0,8.0,6.0,5.0,4.0,3.0,1.0,2.0,,
1666,3,12,11.0,10.0,15.0,19.0,20.0,22.0,,,,,
1667,13,12,3.0,4.0,11.0,10.0,17.0,19.0,20.0,18.0,7.0,,
1668,20,19,17.0,10.0,11.0,4.0,5.0,9.0,8.0,6.0,2.0,,
1669,15,10,16.0,8.0,6.0,5.0,4.0,11.0,12.0,3.0,1.0,,
1670,12,11,10.0,16.0,18.0,20.0,22.0,,,,,,
1671,6,5,9.0,8.0,16.0,17.0,10.0,15.0,,,,,
1672,6,2,1.0,3.0,4.0,5.0,9.0,10.0,15.0,22.0,23.0,,
1673,2,6,8.0,16.0,17.0,10.0,11.0,12.0,13.0,24.0,21.0,20.0,22.0
1674,21,20,19.0,15.0,10.0,11.0,12.0,3.0,4.0,5.0,6.0,,
1675,22,23,14.0,15.0,10.0,11.0,12.0,3.0,4.0,5.0,6.0,2.0,1.0
1676,7,8,16.0,10.0,9.0,5.0,4.0,3.0,12.0,,,,
1677,24,23,22.0,15.0,,,,,,,,,
1678,11,10,17.0,19.0,15.0,22.0,,,,,,,
1679,24,23,22.0,20.0,19.0,17.0,16.0,8.0,,,,,
1680,17,19,20.0,21.0,24.0,13.0,12.0,11.0,4.0,3.0,1.0,,
1681,17,16,10.0,15.0,14.0,,,,,,,,
1682,14,15,10.0,17.0,16.0,8.0,6.0,2.0,1.0,,,,
1683,1,3,4.0,11.0,14.0,15.0,10.0,9.0,8.0,16.0,17.0,19.0,20.0
1684,8,16,17.0,19.0,20.0,21.0,22.0,15.0,14.0,,,,
1685,2,6,5.0,4.0,11.0,14.0,23.0,22.0,20.0,19.0,15.0,,
1686,8,9,10.0,15.0,19.0,20.0,21.0,22.0,23.0,24.0,13.0,,
1687,18,20,21.0,22.0,15.0,14.0,23.0,,,,,,
1688,15,19,17.0,16.0,8.0,9.0,5.0,4.0,3.0,1.0,2.0,,
1689,6,2,1.0,3.0,12.0,13.0,24.0,23.0,14.0,,,,
1690,8,6,5.0,9.0,10.0,15.0,22.0,21.0,,,,,
1691,11,14,15.0,19.0,20.0,21.0,22.0,,,,,,
1692,24,13,12.0,11.0,14.0,15.0,22.0,20.0,18.0,7.0,8.0,6.0,
1693,1,3,12.0,11.0,10.0,15.0,19.0,17.0,16.0,,,,
1694,18,16,17.0,19.0,15.0,10.0,11.0,4.0,,,,,
1695,9,8,7.0,18.0,16.0,17.0,19.0,20.0,21.0,24.0,,,
1696,6,5,4.0,11.0,10.0,15.0,22.0,21.0,,,,,
1697,1,3,4.0,5.0,9.0,10.0,15.0,22.0,20.0,18.0,16.0,17.0,19.0
1698,8,7,18.0,16.0,10.0,15.0,19.0,20.0,21.0,24.0,13.0,,
1699,5,4,3.0,12.0,11.0,,,,,,,,
1700,1,3,12.0,11.0,4.0,5.0,6.0,8.0,9.0,10.0,17.0,19.0,20.0
1701,3,4,11.0,12.0,13.0,24.0,23.0,14.0,15.0,22.0,,,
1702,22,15,19.0,17.0,16.0,10.0,9.0,5.0,6.0,2.0,,,
1703,16,10,11.0,4.0,5.0,6.0,2.0,1.0,3.0,,,,
1704,24,23,22.0,15.0,14.0,11.0,4.0,5.0,6.0,,,,
1705,8,6,5.0,9.0,10.0,11.0,4.0,3.0,12.0,13.0,,,
1706,16,10,9.0,5.0,4.0,11.0,14.0,,,,,,
1707,1,2,6.0,8.0,9.0,5.0,4.0,11.0,10.0,17.0,19.0,20.0,
1708,13,24,23.0,14.0,15.0,10.0,17.0,16.0,18.0,7.0,8.0,,
1709,3,4,11.0,10.0,16.0,18.0,20.0,19.0,17.0,,,,
1710,24,21,22.0,20.0,19.0,15.0,10.0,16.0,17.0,,,,
1711,3,12,11.0,10.0,17.0,19.0,20.0,22.0,15.0,,,,
1712,19,20,21.0,22.0,15.0,10.0,16.0,8.0,9.0,5.0,4.0,3.0,1.0
1713,16,10,9.0,5.0,4.0,3.0,,,,,,,
1714,10,17,16.0,8.0,9.0,5.0,6.0,2.0,,,,,
1715,19,15,14.0,11.0,4.0,5.0,6.0,2.0,1.0,,,,
1716,7,8,16.0,18.0,20.0,21.0,22.0,23.0,,,,,
1717,22,20,19.0,17.0,16.0,8.0,7.0,,,,,,
1718,7,8,6.0,5.0,9.0,10.0,17.0,19.0,15.0,14.0,,,
1719,6,5,4.0,11.0,14.0,23.0,24.0,21.0,,,,,
1720,22,20,18.0,16.0,10.0,9.0,8.0,,,,,,
1721,7,8,16.0,18.0,20.0,22.0,23.0,24.0,,,,,
1722,24,21,22.0,20.0,19.0,17.0,,,,,,,
1723,21,24,13.0,12.0,11.0,10.0,9.0,8.0,6.0,5.0,4.0,,
1724,5,4,11.0,14.0,23.0,22.0,15.0,19.0,20.0,,,,
1725,12,11,14.0,15.0,22.0,23.0,,,,,,,
1726,18,20,19.0,17.0,16.0,10.0,11.0,12.0,13.0,,,,
1727,22,21,20.0,19.0,15.0,10.0,16.0,8.0,,,,,
1728,23,14,15.0,19.0,20.0,21.0,24.0,13.0,12.0,3.0,1.0,,
1729,23,22,15.0,14.0,11.0,10.0,16.0,18.0,7.0,,,,
1730,14,23,24.0,13.0,12.0,11.0,4.0,5.0,9.0,8.0,7.0,,
1731,1,3,4.0,11.0,10.0,17.0,19.0,,,,,,
1732,21,22,20.0,18.0,16.0,17.0,10.0,9.0,8.0,6.0,5.0,,
1733,4,11,10.0,17.0,16.0,18.0,20.0,19.0,,,,,
1734,7,8,16.0,10.0,11.0,14.0,23.0,,,,,,
1735,21,20,19.0,17.0,16.0,10.0,9.0,8.0,6.0,5.0,4.0,,
1736,21,24,23.0,14.0,11.0,10.0,17.0,16.0,8.0,9.0,5.0,,
1737,1,3,12.0,11.0,10.0,16.0,17.0,19.0,15.0,,,,
1738,3,12,13.0,24.0,23.0,14.0,15.0,10.0,16.0,8.0,7.0,,
1739,6,2,1.0,3.0,4.0,11.0,10.0,16.0,18.0,20.0,21.0,,
1740,22,20,19.0,15.0,14.0,11.0,10.0,9.0,8.0,6.0,2.0,,
1741,16,17,19.0,15.0,14.0,11.0,4.0,,,,,,
1742,17,10,11.0,12.0,3.0,1.0,2.0,,,,,,
1743,16,10,17.0,19.0,15.0,22.0,23.0,24.0,13.0,,,,
1744,21,20,19.0,17.0,10.0,9.0,5.0,4.0,11.0,,,,
1745,20,21,22.0,23.0,24.0,13.0,12.0,3.0,1.0,,,,
1746,7,8,9.0,10.0,16.0,17.0,,,,,,,
1747,10,9,8.0,7.0,18.0,20.0,,,,,,,
1748,2,6,5.0,4.0,11.0,10.0,17.0,19.0,15.0,22.0,20.0,,
1749,21,22,23.0,14.0,15.0,10.0,11.0,12.0,3.0,1.0,,,
1750,9,8,16.0,18.0,20.0,21.0,,,,,,,
1751,5,9,10.0,17.0,19.0,15.0,14.0,23.0,24.0,21.0,,,
1752,2,6,5.0,4.0,11.0,10.0,16.0,18.0,20.0,19.0,15.0,22.0,
1753,23,22,20.0,19.0,15.0,10.0,17.0,16.0,8.0,6.0,,,
1754,23,14,11.0,12.0,3.0,4.0,5.0,6.0,,,,,
1755,23,24,21.0,22.0,15.0,19.0,17.0,,,,,,
1756,22,15,19.0,17.0,10.0,11.0,12.0,3.0,1.0,2.0,,,
1757,6,8,16.0,17.0,10.0,15.0,22.0,21.0,,,,,
1758,21,22,23.0,14.0,15.0,10.0,16.0,,,,,,
1759,21,24,13.0,12.0,11.0,10.0,9.0,8.0,6.0,5.0,,,
1760,9,5,6.0,2.0,1.0,3.0,4.0,11.0,12.0,13.0,24.0,,
1761,24,23,22.0,21.0,20.0,18.0,7.0,,,,,,
1762,22,21,24.0,,,,,,,,,,
1763,6,8,7.0,18.0,16.0,17.0,10.0,15.0,14.0,23.0,22.0,,
1764,3,1,2.0,6.0,8.0,16.0,17.0,19.0,15.0,22.0,,,
1765,5,6,8.0,16.0,10.0,,,,,,,,
1766,6,8,16.0,17.0,10.0,11.0,14.0,15.0,22.0,,,,
1767,21,20,22.0,23.0,24.0,13.0,12.0,3.0,4.0,5.0,,,
1768,2,6,8.0,7.0,18.0,16.0,17.0,10.0,11.0,,,,
1769,17,16,8.0,9.0,10.0,15.0,22.0,21.0,24.0,,,,
1770,12,11,10.0,9.0,8.0,6.0,,,,,,,
1771,14,15,19.0,17.0,10.0,9.0,8.0,6.0,,,,,
1772,2,1,3.0,4.0,11.0,10.0,16.0,17.0,,,,,
1773,22,21,20.0,19.0,15.0,14.0,11.0,12.0,3.0,,,,
1774,11,14,15.0,10.0,16.0,18.0,20.0,,,,,,
1775,22,20,18.0,7.0,8.0,9.0,10.0,11.0,4.0,,,,
1776,20,18,7.0,8.0,6.0,2.0,1.0,3.0,4.0,,,,
1777,4,11,14.0,23.0,24.0,21.0,20.0,19.0,,,,,
1778,8,6,2.0,1.0,3.0,4.0,11.0,14.0,,,,,
1779,24,23,14.0,15.0,19.0,17.0,16.0,18.0,7.0,8.0,9.0,,
1780,24,13,12.0,11.0,10.0,15.0,19.0,20.0,18.0,7.0,8.0,,
1781,12,11,10.0,17.0,16.0,18.0,20.0,19.0,,,,,
1782,2,1,3.0,12.0,11.0,14.0,23.0,22.0,,,,,
1783,6,8,9.0,10.0,16.0,17.0,19.0,15.0,22.0,20.0,21.0,24.0,
1784,6,2,1.0,3.0,12.0,11.0,10.0,17.0,19.0,20.0,22.0,,
1785,21,22,15.0,10.0,16.0,18.0,7.0,8.0,6.0,5.0,,,
1786,21,22,15.0,10.0,17.0,16.0,18.0,7.0,8.0,,,,
1787,4,3,12.0,11.0,10.0,9.0,8.0,16.0,18.0,,,,
1788,1,2,6.0,8.0,16.0,10.0,11.0,14.0,23.0,22.0,20.0,,
1789,1,3,4.0,11.0,10.0,9.0,8.0,7.0,18.0,20.0,19.0,,
1790,1,3,4.0,11.0,10.0,9.0,5.0,6.0,8.0,7.0,18.0,20.0,
1791,4,11,14.0,23.0,22.0,15.0,19.0,20.0,21.0,,,,
1792,12,11,14.0,15.0,19.0,20.0,21.0,,,,,,
1793,4,5,9.0,10.0,15.0,22.0,20.0,19.0,,,,,
1794,20,19,15.0,10.0,17.0,16.0,8.0,6.0,,,,,
1795,7,8,16.0,10.0,11.0,14.0,23.0,24.0,,,,,
1796,1,3,4.0,5.0,9.0,8.0,7.0,18.0,16.0,10.0,15.0,19.0,20.0
1797,15,19,17.0,10.0,9.0,8.0,6.0,2.0,1.0,,,,
1798,7,18,20.0,19.0,15.0,14.0,11.0,4.0,3.0,,,,
1799,18,20,19.0,15.0,14.0,23.0,24.0,13.0,12.0,3.0,1.0,,
1800,20,22,23.0,14.0,15.0,10.0,17.0,16.0,8.0,6.0,5.0,,
1801,20,22,15.0,10.0,16.0,18.0,7.0,8.0,6.0,5.0,,,
1802,24,23,14.0,15.0,10.0,16.0,18.0,7.0,8.0,9.0,5.0,6.0,
1803,20,22,15.0,10.0,11.0,4.0,5.0,9.0,,,,,
1804,20,22,15.0,19.0,17.0,16.0,18.0,7.0,8.0,6.0,2.0,1.0,
1805,15,10,9.0,8.0,6.0,2.0,1.0,,,,,,
1806,24,21,20.0,18.0,16.0,8.0,6.0,2.0,1.0,,,,
1807,13,12,11.0,10.0,9.0,5.0,6.0,8.0,,,,,
1808,1,3,12.0,13.0,24.0,21.0,20.0,19.0,17.0,16.0,10.0,15.0,22.0
1809,4,3,12.0,11.0,10.0,15.0,19.0,17.0,16.0,18.0,20.0,,
1810,23,24,21.0,22.0,20.0,18.0,7.0,,,,,,
1811,1,3,12.0,11.0,10.0,16.0,17.0,19.0,20.0,21.0,24.0,23.0,22.0
1812,7,8,16.0,10.0,15.0,22.0,21.0,24.0,13.0,,,,
1813,6,2,1.0,3.0,12.0,11.0,14.0,15.0,,,,,
1814,8,16,17.0,19.0,15.0,14.0,23.0,22.0,21.0,24.0,,,
1815,8,6,5.0,4.0,11.0,14.0,23.0,22.0,,,,,
1816,24,23,14.0,15.0,10.0,17.0,19.0,20.0,18.0,7.0,8.0,6.0,
1817,8,16,10.0,11.0,14.0,23.0,22.0,20.0,21.0,24.0,,,
1818,24,23,22.0,20.0,19.0,17.0,10.0,11.0,4.0,,,,
1819,23,14,11.0,10.0,9.0,8.0,,,,,,,
1820,1,3,4.0,11.0,14.0,15.0,10.0,17.0,16.0,,,,
1821,6,8,16.0,18.0,20.0,19.0,15.0,10.0,11.0,12.0,13.0,,
1822,1,3,4.0,5.0,9.0,10.0,17.0,19.0,15.0,22.0,20.0,,
1823,1,2,6.0,8.0,9.0,5.0,4.0,11.0,10.0,,,,
1824,18,7,8.0,9.0,,,,,,,,,
1825,11,10,9.0,8.0,,,,,,,,,
1826,12,13,24.0,23.0,14.0,11.0,10.0,9.0,8.0,7.0,,,
1827,4,11,10.0,16.0,18.0,20.0,,,,,,,
1828,17,16,10.0,15.0,14.0,11.0,12.0,3.0,,,,,
1829,21,20,22.0,15.0,10.0,17.0,,,,,,,
1830,7,8,16.0,17.0,10.0,11.0,12.0,3.0,1.0,,,,
1831,8,16,10.0,15.0,19.0,20.0,21.0,24.0,23.0,,,,
1832,23,22,15.0,14.0,11.0,12.0,3.0,4.0,5.0,9.0,8.0,,
1833,14,11,4.0,5.0,6.0,8.0,9.0,,,,,,
1834,23,24,13.0,12.0,11.0,10.0,9.0,5.0,4.0,3.0,1.0,,
1835,22,23,24.0,21.0,20.0,19.0,17.0,10.0,16.0,8.0,6.0,2.0,1.0
1836,14,15,22.0,21.0,20.0,18.0,16.0,8.0,6.0,,,,
1837,8,16,18.0,20.0,22.0,15.0,14.0,23.0,24.0,13.0,,,
1838,16,10,9.0,5.0,4.0,3.0,12.0,13.0,,,,,
1839,2,6,5.0,9.0,8.0,16.0,17.0,,,,,,
1840,6,5,9.0,8.0,7.0,18.0,20.0,22.0,15.0,14.0,23.0,,
1841,4,5,9.0,8.0,16.0,17.0,19.0,20.0,,,,,
1842,17,19,20.0,18.0,7.0,8.0,6.0,2.0,,,,,
1843,23,14,11.0,10.0,15.0,19.0,17.0,16.0,8.0,6.0,,,
1844,3,4,11.0,14.0,15.0,19.0,20.0,18.0,7.0,,,,
1845,18,16,10.0,17.0,19.0,15.0,22.0,23.0,14.0,,,,
1846,22,15,10.0,17.0,16.0,18.0,7.0,8.0,6.0,2.0,,,
1847,14,23,22.0,15.0,19.0,17.0,16.0,8.0,7.0,,,,
1848,3,12,13.0,24.0,23.0,14.0,11.0,10.0,16.0,8.0,7.0,,
1849,14,15,22.0,20.0,18.0,7.0,8.0,,,,,,
1850,9,8,16.0,10.0,11.0,12.0,13.0,24.0,21.0,,,,
1851,20,21,22.0,15.0,10.0,9.0,5.0,4.0,3.0,1.0,,,
1852,20,21,22.0,23.0,14.0,15.0,10.0,9.0,8.0,6.0,5.0,,
1853,21,22,20.0,19.0,17.0,16.0,8.0,9.0,,,,,
1854,17,19,15.0,10.0,9.0,5.0,4.0,3.0,1.0,,,,
1855,1,2,6.0,5.0,4.0,11.0,14.0,15.0,10.0,17.0,19.0,,
1856,20,22,15.0,14.0,11.0,12.0,3.0,1.0,2.0,6.0,5.0,,
1857,19,17,16.0,10.0,9.0,8.0,6.0,5.0,4.0,,,,
1858,15,19,17.0,16.0,10.0,11.0,12.0,13.0,,,,,
1859,7,18,20.0,21.0,22.0,15.0,10.0,9.0,5.0,4.0,3.0,,
1860,24,23,22.0,21.0,20.0,19.0,17.0,10.0,16.0,8.0,9.0,,
1861,1,3,12.0,11.0,10.0,17.0,16.0,18.0,20.0,21.0,,,
1862,17,19,15.0,14.0,23.0,22.0,21.0,,,,,,
1863,6,8,7.0,18.0,20.0,19.0,15.0,22.0,21.0,24.0,,,
1864,6,8,7.0,18.0,20.0,22.0,15.0,14.0,11.0,12.0,13.0,,
1865,13,24,23.0,14.0,11.0,10.0,9.0,8.0,,,,,
1866,22,20,19.0,15.0,14.0,11.0,10.0,9.0,8.0,6.0,2.0,1.0,
1867,16,17,19.0,15.0,14.0,11.0,4.0,3.0,,,,,
1868,7,8,9.0,10.0,15.0,22.0,23.0,24.0,13.0,12.0,,,
1869,14,11,10.0,17.0,19.0,20.0,18.0,7.0,8.0,,,,
1870,1,2,6.0,8.0,9.0,10.0,17.0,19.0,15.0,14.0,23.0,22.0,20.0
1871,14,23,22.0,15.0,10.0,9.0,5.0,6.0,8.0,,,,
1872,8,7,18.0,16.0,10.0,17.0,19.0,20.0,21.0,,,,
1873,20,21,22.0,15.0,14.0,11.0,12.0,3.0,4.0,,,,
1874,7,8,16.0,17.0,10.0,15.0,22.0,23.0,24.0,13.0,12.0,,
1875,13,12,11.0,14.0,23.0,22.0,20.0,18.0,7.0,8.0,,,
1876,1,3,4.0,11.0,14.0,23.0,22.0,15.0,10.0,16.0,17.0,19.0,
1877,8,16,10.0,15.0,19.0,20.0,22.0,21.0,24.0,13.0,,,
1878,1,2,6.0,8.0,7.0,18.0,16.0,10.0,17.0,19.0,15.0,,
1879,19,15,14.0,11.0,4.0,5.0,9.0,8.0,6.0,2.0,1.0,,
1880,24,23,22.0,15.0,10.0,17.0,19.0,20.0,18.0,7.0,8.0,6.0,
1881,18,20,22.0,15.0,10.0,9.0,,,,,,,
1882,24,21,20.0,22.0,15.0,10.0,9.0,8.0,16.0,,,,
1883,6,5,9.0,8.0,16.0,17.0,10.0,11.0,12.0,13.0,24.0,,
1884,1,3,4.0,5.0,6.0,,,,,,,,
1885,15,22,21.0,24.0,23.0,14.0,11.0,12.0,3.0,1.0,2.0,,
1886,1,2,6.0,8.0,7.0,18.0,16.0,10.0,15.0,19.0,17.0,,
1887,21,24,23.0,14.0,15.0,10.0,11.0,4.0,3.0,1.0,,,
1888,24,23,22.0,20.0,19.0,15.0,10.0,11.0,4.0,5.0,9.0,8.0,6.0
1889,1,3,12.0,11.0,10.0,17.0,16.0,18.0,,,,,
1890,4,5,9.0,10.0,11.0,14.0,23.0,22.0,20.0,,,,
1891,7,18,16.0,17.0,19.0,20.0,22.0,21.0,24.0,13.0,,,
1892,4,3,12.0,11.0,14.0,23.0,24.0,21.0,22.0,20.0,,,
1893,22,15,14.0,11.0,10.0,16.0,8.0,6.0,,,,,
1894,1,3,12.0,11.0,10.0,16.0,18.0,20.0,21.0,22.0,15.0,19.0,
1895,10,17,19.0,15.0,22.0,23.0,24.0,,,,,,
1896,23,22,20.0,19.0,17.0,16.0,10.0,11.0,4.0,5.0,6.0,,
1897,17,19,20.0,21.0,22.0,23.0,14.0,,,,,,
1898,10,11,4.0,5.0,9.0,8.0,6.0,2.0,,,,,
1899,8,7,18.0,20.0,21.0,24.0,13.0,,,,,,
1900,13,24,23.0,22.0,15.0,19.0,17.0,16.0,8.0,,,,
1901,5,9,8.0,7.0,18.0,20.0,22.0,23.0,,,,,
1902,12,11,14.0,15.0,10.0,16.0,18.0,7.0,,,,,
1903,8,6,5.0,9.0,10.0,15.0,19.0,20.0,22.0,23.0,24.0,,
1904,23,22,20.0,19.0,17.0,10.0,16.0,18.0,7.0,8.0,6.0,,
1905,6,8,7.0,18.0,16.0,10.0,15.0,19.0,20.0,21.0,22.0,23.0,24.0
1906,15,19,17.0,10.0,11.0,4.0,,,,,,,
1907,2,6,5.0,4.0,3.0,,,,,,,,
1908,23,22,20.0,19.0,15.0,10.0,16.0,,,,,,
1909,7,8,16.0,18.0,20.0,21.0,22.0,23.0,24.0,,,,
1910,23,22,20.0,19.0,15.0,10.0,11.0,4.0,3.0,,,,
1911,18,20,21.0,22.0,,,,,,,,,
1912,6,5,4.0,3.0,12.0,13.0,24.0,21.0,20.0,22.0,,,
1913,23,14,15.0,19.0,20.0,18.0,16.0,8.0,9.0,5.0,6.0,,
1914,5,6,2.0,1.0,3.0,12.0,11.0,10.0,15.0,22.0,20.0,,
1915,12,11,10.0,9.0,5.0,6.0,8.0,16.0,18.0,,,,
1916,7,18,16.0,17.0,10.0,9.0,5.0,,,,,,
1917,1,3,12.0,11.0,4.0,5.0,6.0,8.0,9.0,10.0,15.0,19.0,
1918,6,5,9.0,10.0,16.0,17.0,19.0,15.0,22.0,23.0,24.0,,
1919,2,6,8.0,7.0,18.0,20.0,19.0,15.0,22.0,,,,
1920,2,6,5.0,9.0,8.0,7.0,18.0,16.0,10.0,11.0,14.0,23.0,22.0
1921,23,14,11.0,12.0,3.0,4.0,5.0,9.0,10.0,16.0,8.0,,
1922,9,10,16.0,17.0,19.0,,,,,,,,
1923,1,3,4.0,5.0,9.0,8.0,7.0,18.0,20.0,19.0,,,
1924,24,21,22.0,23.0,14.0,15.0,19.0,17.0,16.0,8.0,9.0,5.0,6.0
1925,22,23,14.0,15.0,10.0,11.0,12.0,3.0,,,,,
1926,20,22,15.0,14.0,11.0,10.0,16.0,8.0,9.0,,,,
1927,17,16,10.0,11.0,4.0,5.0,6.0,,,,,,
1928,2,6,8.0,7.0,18.0,16.0,10.0,17.0,19.0,15.0,,,
1929,15,10,11.0,4.0,,,,,,,,,
1930,20,19,17.0,16.0,8.0,6.0,5.0,9.0,10.0,11.0,4.0,3.0,1.0
1931,4,5,6.0,8.0,9.0,10.0,11.0,14.0,23.0,22.0,20.0,,
